-91.93585779395343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-75.35861780324039 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-38.051846555238605 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-53.64644910570846 -10.689299190116909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-121.9422345344761 -46.89973936736982 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-76.65257184281595 -44.23980212382625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-56.7562410079155 -79.90026739107678 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-124.76697156348015 -40.28800317448548 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-85.39263499369962 -58.50862372895314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-118.41199170780682 -152.74872407617008 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-167.22907862426658 -122.75483129889462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-108.14121189074046 -194.0959761986215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-97.29891951072585 -124.35032571783091 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-56.02865082027332 -138.54964550396252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-156.3160218256405 -129.96340301551515 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-218.6285402480312 -120.79147756496147 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-51.92669051915143 -134.8957655613754 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-111.18477226792463 -151.04484771305385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-124.92085533518966 -172.53067017157267 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-114.35667655208397 -127.00092877593359 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-170.58102239348426 -129.58421618721115 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-136.5261484840311 -116.60708333340528 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-154.30792733454328 -191.89204277723925 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-151.60580698622522 -142.94305879531967 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-159.2458300796786 -130.23529366867078 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-181.2108953662285 -165.507049569173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
