150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
120 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
59 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
90 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
103 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
144 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
113 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
138 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
106 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
103 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
118 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
59 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
75 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
134 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
131 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
120 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
135 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
107 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
135 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
75 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
111 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
59 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
63 87 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
101 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
134 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
78 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
92 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
106 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
81 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
63 87 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
108 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
111 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
107 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
115 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
120 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
91 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
112 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
